,Date,Close,50sma,100sma,200sma,50_SMA_test,100_SMA_test,200_SMA_test
0,2020-01-02 00:00:00+00:00,216.16000366210938,,,,,,
1,2020-01-03 00:00:00+00:00,214.17999267578125,,,,,,
2,2020-01-06 00:00:00+00:00,215.55999755859375,,,,,,
3,2020-01-07 00:00:00+00:00,215.52999877929688,,,,,,
4,2020-01-08 00:00:00+00:00,217.14999389648438,,,,,,
5,2020-01-09 00:00:00+00:00,218.99000549316406,,,,,,
6,2020-01-10 00:00:00+00:00,218.42999267578125,,,,,,
7,2020-01-13 00:00:00+00:00,220.9499969482422,,,,,,
8,2020-01-14 00:00:00+00:00,220.0800018310547,,,,,,
9,2020-01-15 00:00:00+00:00,220.1699981689453,,,,,,
10,2020-01-16 00:00:00+00:00,222.27999877929688,,,,,,
11,2020-01-17 00:00:00+00:00,223.3800048828125,,,,,,
12,2020-01-21 00:00:00+00:00,223.27999877929688,,,,,,
13,2020-01-22 00:00:00+00:00,223.8699951171875,,,,,,
14,2020-01-23 00:00:00+00:00,224.58999633789062,,,,,,
15,2020-01-24 00:00:00+00:00,222.6999969482422,,,,,,
16,2020-01-27 00:00:00+00:00,218.10000610351562,,,,,,
17,2020-01-28 00:00:00+00:00,221.4499969482422,,,,,,
18,2020-01-29 00:00:00+00:00,221.80999755859375,,,,,,
19,2020-01-30 00:00:00+00:00,222.60000610351562,,,,,,
20,2020-01-31 00:00:00+00:00,219.07000732421875,,,,,,
21,2020-02-03 00:00:00+00:00,222.3800048828125,,,,,,
22,2020-02-04 00:00:00+00:00,227.47000122070312,,,,,,
23,2020-02-05 00:00:00+00:00,228.22000122070312,,,,,,
24,2020-02-06 00:00:00+00:00,230.19000244140625,,,,,,
25,2020-02-07 00:00:00+00:00,229.1999969482422,,,,,,
26,2020-02-10 00:00:00+00:00,231.97000122070312,,,,,,
27,2020-02-11 00:00:00+00:00,232.00999450683594,,,,,,
28,2020-02-12 00:00:00+00:00,234.27000427246094,,,,,,
29,2020-02-13 00:00:00+00:00,233.97000122070312,,,,,,
30,2020-02-14 00:00:00+00:00,234.63999938964844,,,,,,
31,2020-02-18 00:00:00+00:00,234.72999572753906,,,,,,
32,2020-02-19 00:00:00+00:00,236.97999572753906,,,,,,
33,2020-02-20 00:00:00+00:00,234.77999877929688,,,,,,
34,2020-02-21 00:00:00+00:00,230.27000427246094,,,,,,
35,2020-02-24 00:00:00+00:00,221.38999938964844,,,,,,
36,2020-02-25 00:00:00+00:00,215.3699951171875,,,,,,
37,2020-02-26 00:00:00+00:00,216.47999572753906,,,,,,
38,2020-02-27 00:00:00+00:00,205.63999938964844,,,,,,
39,2020-02-28 00:00:00+00:00,205.8000030517578,,,,,,
40,2020-03-02 00:00:00+00:00,216.4199981689453,,,,,,
41,2020-03-03 00:00:00+00:00,209.47999572753906,,,,,,
