Ticker
LIN
APD
SHW
CTVA
FCX
ECL
NEM
DOW
ALB
NUE
PPG
DD
IFF
VMC
MLM
CF
LYB
MOS
AMCR
BALL
FMC
AVY
IP
PKG
CE
EMN
WRK
SEE
