Ticker
META
GOOGL
GOOG
NFLX
ATVI
TMUS
T
VZ
CMCSA
DIS
CHTR
EA
TWTR
WBD
TTWO
MTCH
OMC
LYV
IPG
PARA
FOXA
LUMN
NWSA
FOX
DISH
NWS
